Wavelength (nm),Sum,Cr I (8.9e-02),Cr II (9.1e-01)
  391.13,2.33E+07,2.33E+07,
  391.18,2.03E+07,2.03E+07,
  391.23,1.78E+07,1.78E+07,
  391.28,1.61E+07,1.61E+07,
  391.33,1.54E+07,1.54E+07,
  391.38,1.59E+07,1.59E+07,
  391.43,1.77E+07,1.77E+07,
  391.48,2.08E+07,2.08E+07,
  391.53,2.52E+07,2.52E+07,
  391.58,3.07E+07,3.07E+07,
  391.63,3.69E+07,3.69E+07,
  391.68,4.33E+07,4.33E+07,
  391.73,4.95E+07,4.95E+07,
  391.78,5.50E+07,5.50E+07,
  391.83,5.92E+07,5.92E+07,
  391.88,6.17E+07,6.17E+07,
  391.93,6.23E+07,6.23E+07,
  391.98,6.10E+07,6.10E+07,
  392.03,5.78E+07,5.78E+07,
  392.08,5.31E+07,5.31E+07,
  392.13,4.74E+07,4.74E+07,
  392.18,4.11E+07,4.11E+07,
  392.23,3.48E+07,3.48E+07,
  392.28,2.91E+07,2.91E+07,
  392.33,2.41E+07,2.41E+07,
  392.38,2.02E+07,2.02E+07,
  392.43,1.76E+07,1.76E+07,
  392.48,1.60E+07,1.60E+07,
  392.53,1.55E+07,1.55E+07,
  392.58,1.58E+07,1.58E+07,
  392.63,1.67E+07,1.67E+07,
  392.68,1.79E+07,1.79E+07,
  392.73,1.90E+07,1.90E+07,
  392.78,1.99E+07,1.99E+07,
  392.83,2.04E+07,2.04E+07,
  392.88,2.03E+07,2.03E+07,
  392.93,1.97E+07,1.97E+07,
  392.98,1.85E+07,1.85E+07,
  393.03,1.68E+07,1.68E+07,
  393.08,1.48E+07,1.48E+07,
  393.13,1.26E+07,1.26E+07,
  393.18,1.04E+07,1.04E+07,
  393.23,8.34E+06,8.34E+06,
  393.28,6.45E+06,6.45E+06,
  393.33,4.84E+06,4.84E+06,
  393.38,3.51E+06,3.51E+06,
  393.43,2.47E+06,2.47E+06,
  393.48,1.68E+06,1.68E+06,
  393.53,1.10E+06,1.10E+06,
  393.58,7.04E+05,7.04E+05,
  393.63,4.34E+05,4.34E+05,
  393.68,2.60E+05,2.60E+05,
  393.73,1.50E+05,1.50E+05,
  393.78,8.40E+04,8.40E+04,
  393.83,4.56E+04,4.56E+04,
  393.88,2.39E+04,2.39E+04,
  393.93,1.22E+04,1.22E+04,
  393.98,5.98E+03,5.98E+03,
  394.03,2.85E+03,2.85E+03,
  394.08,1.31E+03,1.31E+03,
  394.13,5.86E+02,5.86E+02,
  394.18,2.53E+02,2.53E+02,
  394.23,1.06E+02,1.06E+02,
  394.28,4.29E+01,4.29E+01,
  394.33,1.68E+01,1.68E+01,
  394.38,6.39E+00,6.39E+00,
  394.43,2.36E+00,2.36E+00,
  394.48,8.69E-01,8.69E-01,
  394.53,4.00E-01,4.00E-01,
  394.58,4.53E-01,4.53E-01,
  394.63,1.13E+00,1.13E+00,
  394.68,3.28E+00,3.28E+00,
  394.73,9.44E+00,9.44E+00,
  394.78,2.64E+01,2.64E+01,
  394.83,7.14E+01,7.14E+01,
  394.88,1.87E+02,1.87E+02,
  394.93,4.76E+02,4.76E+02,
  394.98,1.17E+03,1.17E+03,
  395.03,2.79E+03,2.79E+03,
  395.08,6.45E+03,6.45E+03,
  395.13,1.44E+04,1.44E+04,
  395.18,3.13E+04,3.13E+04,
  395.23,6.56E+04,6.56E+04,
  395.28,1.34E+05,1.34E+05,
  395.33,2.63E+05,2.63E+05,
  395.38,5.02E+05,5.02E+05,
  395.43,9.27E+05,9.27E+05,
  395.48,1.66E+06,1.66E+06,
  395.53,2.88E+06,2.88E+06,
  395.58,4.84E+06,4.84E+06,
  395.63,7.87E+06,7.87E+06,
  395.68,1.24E+07,1.24E+07,
  395.73,1.90E+07,1.90E+07,
  395.78,2.80E+07,2.80E+07,
  395.83,4.02E+07,4.02E+07,
  395.88,5.58E+07,5.58E+07,
  395.93,7.51E+07,7.51E+07,
  395.98,9.80E+07,9.80E+07,
  396.03,1.24E+08,1.24E+08,
  396.08,1.52E+08,1.52E+08,
  396.13,1.80E+08,1.80E+08,
  396.18,2.08E+08,2.08E+08,
  396.23,2.33E+08,2.33E+08,
  396.28,2.54E+08,2.54E+08,
  396.33,2.70E+08,2.70E+08,
  396.38,2.79E+08,2.79E+08,
  396.43,2.83E+08,2.83E+08,
  396.48,2.83E+08,2.83E+08,
  396.53,2.79E+08,2.79E+08,
  396.58,2.72E+08,2.72E+08,
  396.63,2.66E+08,2.66E+08,
  396.68,2.60E+08,2.60E+08,
  396.73,2.55E+08,2.55E+08,
  396.78,2.52E+08,2.52E+08,
  396.83,2.49E+08,2.49E+08,
  396.88,2.45E+08,2.45E+08,
  396.93,2.39E+08,2.39E+08,
  396.98,2.30E+08,2.30E+08,
  397.03,2.17E+08,2.17E+08,
  397.08,2.01E+08,2.01E+08,
  397.13,1.82E+08,1.82E+08,
  397.18,1.60E+08,1.60E+08,
  397.23,1.36E+08,1.36E+08,
  397.28,1.13E+08,1.13E+08,
  397.33,9.14E+07,9.14E+07,
  397.38,7.16E+07,7.16E+07,
  397.43,5.46E+07,5.46E+07,
  397.48,4.08E+07,4.08E+07,
  397.53,3.00E+07,3.00E+07,
  397.58,2.24E+07,2.24E+07,
  397.63,1.76E+07,1.76E+07,
  397.68,1.54E+07,1.54E+07,
  397.73,1.56E+07,1.56E+07,
  397.78,1.81E+07,1.81E+07,
  397.83,2.28E+07,2.28E+07,
  397.88,2.96E+07,2.96E+07,
  397.93,3.85E+07,3.85E+07,
  397.98,4.92E+07,4.92E+07,
  398.03,6.14E+07,6.14E+07,
  398.08,7.47E+07,7.47E+07,
  398.13,8.83E+07,8.83E+07,
  398.18,1.01E+08,1.01E+08,
  398.23,1.13E+08,1.13E+08,
  398.28,1.23E+08,1.23E+08,
  398.33,1.29E+08,1.29E+08,
  398.38,1.33E+08,1.33E+08,
  398.43,1.33E+08,1.33E+08,
  398.48,1.30E+08,1.30E+08,
  398.53,1.25E+08,1.25E+08,
  398.58,1.19E+08,1.19E+08,
  398.63,1.12E+08,1.12E+08,
  398.68,1.06E+08,1.06E+08,
  398.73,1.01E+08,1.01E+08,
  398.78,9.89E+07,9.89E+07,
  398.83,9.83E+07,9.83E+07,
  398.88,9.94E+07,9.94E+07,
  398.93,1.02E+08,1.02E+08,
  398.98,1.04E+08,1.04E+08,
  399.03,1.05E+08,1.05E+08,
  399.08,1.06E+08,1.06E+08,
  399.13,1.04E+08,1.04E+08,
  399.18,9.93E+07,9.93E+07,
  399.23,9.28E+07,9.28E+07,
  399.28,8.43E+07,8.43E+07,
  399.33,7.45E+07,7.45E+07,
  399.38,6.40E+07,6.40E+07,
  399.43,5.35E+07,5.35E+07,
  399.48,4.37E+07,4.37E+07,
  399.53,3.51E+07,3.51E+07,
  399.58,2.79E+07,2.79E+07,
  399.63,2.24E+07,2.24E+07,
  399.68,1.86E+07,1.86E+07,
  399.73,1.63E+07,1.63E+07,
  399.78,1.53E+07,1.53E+07,
  399.83,1.53E+07,1.53E+07,
  399.88,1.61E+07,1.61E+07,
  399.93,1.73E+07,1.73E+07,
  399.98,1.87E+07,1.87E+07,
  400.03,1.99E+07,1.99E+07,
  400.08,2.07E+07,2.07E+07,
  400.13,2.10E+07,2.10E+07,
  400.18,2.08E+07,2.08E+07,
  400.23,1.99E+07,1.99E+07,
  400.28,1.85E+07,1.85E+07,
  400.33,1.67E+07,1.67E+07,
  400.38,1.46E+07,1.46E+07,
  400.43,1.24E+07,1.24E+07,
  400.48,1.02E+07,1.02E+07,
  400.53,8.09E+06,8.09E+06,
  400.58,6.24E+06,6.24E+06,
  400.63,4.67E+06,4.67E+06,
  400.68,3.38E+06,3.38E+06,
  400.73,2.38E+06,2.38E+06,
  400.78,1.62E+06,1.62E+06,
  400.83,1.07E+06,1.07E+06,
  400.88,6.84E+05,6.84E+05,
  400.93,4.24E+05,4.24E+05,
  400.98,2.55E+05,2.55E+05,
  401.03,1.49E+05,1.49E+05,
  401.08,8.39E+04,8.39E+04,
  401.13,4.59E+04,4.59E+04,
  401.18,2.44E+04,2.44E+04,
  401.23,1.25E+04,1.25E+04,
  401.28,6.24E+03,6.24E+03,
  401.33,3.02E+03,3.02E+03,
  401.38,1.41E+03,1.41E+03,
  401.43,6.41E+02,6.41E+02,
  401.48,2.82E+02,2.82E+02,
  401.53,1.20E+02,1.20E+02,
  401.58,4.97E+01,4.97E+01,
  401.63,1.99E+01,1.99E+01,
  401.68,7.72E+00,7.72E+00,
  401.73,2.91E+00,2.91E+00,
  401.78,1.06E+00,1.06E+00,
  401.83,3.75E-01,3.75E-01,
  401.88,1.29E-01,1.29E-01,
  401.93,4.38E-02,4.38E-02,
  401.98,1.76E-02,1.76E-02,
  402.03,1.66E-02,1.66E-02,
  402.08,3.97E-02,3.97E-02,
  402.13,1.17E-01,1.17E-01,
  402.18,3.41E-01,3.41E-01,
  402.23,9.71E-01,9.71E-01,
  402.28,2.68E+00,2.68E+00,
  402.33,7.17E+00,7.17E+00,
  402.38,1.86E+01,1.86E+01,
  402.43,4.69E+01,4.69E+01,
  402.48,1.14E+02,1.14E+02,
  402.53,2.71E+02,2.71E+02,
  402.58,6.22E+02,6.22E+02,
  402.63,1.39E+03,1.39E+03,
  402.68,2.99E+03,2.99E+03,
  402.73,6.27E+03,6.27E+03,
  402.78,1.27E+04,1.27E+04,
  402.83,2.51E+04,2.51E+04,
  402.88,4.79E+04,4.79E+04,
  402.93,8.88E+04,8.88E+04,
  402.98,1.60E+05,1.60E+05,
  403.03,2.78E+05,2.78E+05,
  403.08,4.70E+05,4.70E+05,
  403.13,7.71E+05,7.71E+05,
  403.18,1.23E+06,1.23E+06,
  403.23,1.89E+06,1.89E+06,
  403.28,2.83E+06,2.83E+06,
  403.33,4.10E+06,4.10E+06,
  403.38,5.76E+06,5.76E+06,
  403.43,7.86E+06,7.86E+06,
  403.48,1.04E+07,1.04E+07,
  403.53,1.33E+07,1.33E+07,
  403.58,1.66E+07,1.66E+07,
  403.63,2.00E+07,2.00E+07,
  403.68,2.35E+07,2.35E+07,
  403.73,2.66E+07,2.66E+07,
  403.78,2.93E+07,2.93E+07,
  403.83,3.13E+07,3.13E+07,
  403.88,3.24E+07,3.24E+07,
  403.93,3.26E+07,3.26E+07,
  403.98,3.18E+07,3.18E+07,
  404.03,3.02E+07,3.02E+07,
  404.08,2.79E+07,2.79E+07,
  404.13,2.52E+07,2.52E+07,
  404.18,2.23E+07,2.23E+07,
  404.23,1.95E+07,1.95E+07,
  404.28,1.71E+07,1.71E+07,
  404.33,1.52E+07,1.52E+07,
  404.38,1.41E+07,1.41E+07,
  404.43,1.38E+07,1.38E+07,
  404.48,1.43E+07,1.43E+07,
  404.53,1.55E+07,1.55E+07,
  404.58,1.73E+07,1.73E+07,
  404.63,1.94E+07,1.94E+07,
  404.68,2.16E+07,2.16E+07,
  404.73,2.37E+07,2.37E+07,
  404.78,2.54E+07,2.54E+07,
  404.83,2.66E+07,2.66E+07,
  404.88,2.70E+07,2.70E+07,
  404.93,2.68E+07,2.68E+07,
  404.98,2.57E+07,2.57E+07,
  405.03,2.41E+07,2.41E+07,
  405.08,2.20E+07,2.20E+07,
  405.13,1.96E+07,1.96E+07,
  405.18,1.72E+07,1.72E+07,
  405.23,1.50E+07,1.50E+07,
  405.28,1.31E+07,1.31E+07,
  405.33,1.18E+07,1.18E+07,
  405.38,1.11E+07,1.11E+07,
  405.43,1.10E+07,1.10E+07,
  405.48,1.16E+07,1.16E+07,
  405.53,1.27E+07,1.27E+07,
  405.58,1.43E+07,1.43E+07,
  405.63,1.61E+07,1.61E+07,
  405.68,1.80E+07,1.80E+07,
  405.73,1.98E+07,1.98E+07,
  405.78,2.12E+07,2.12E+07,
  405.83,2.22E+07,2.22E+07,
  405.88,2.26E+07,2.26E+07,
  405.93,2.25E+07,2.25E+07,
  405.98,2.18E+07,2.18E+07,
  406.03,2.07E+07,2.07E+07,
  406.08,1.93E+07,1.93E+07,
  406.13,1.78E+07,1.78E+07,
  406.18,1.62E+07,1.62E+07,
  406.23,1.48E+07,1.48E+07,
  406.28,1.35E+07,1.35E+07,
  406.33,1.25E+07,1.25E+07,
  406.38,1.18E+07,1.18E+07,
  406.43,1.12E+07,1.12E+07,
  406.48,1.07E+07,1.07E+07,
  406.53,1.02E+07,1.02E+07,
  406.58,9.71E+06,9.71E+06,
  406.63,9.13E+06,9.13E+06,
  406.68,8.44E+06,8.44E+06,
  406.73,7.63E+06,7.63E+06,
  406.78,6.74E+06,6.74E+06,
  406.83,5.80E+06,5.80E+06,
  406.88,4.86E+06,4.86E+06,
  406.93,3.95E+06,3.95E+06,
  406.98,3.12E+06,3.12E+06,
  407.03,2.40E+06,2.40E+06,
  407.08,1.79E+06,1.79E+06,
  407.13,1.29E+06,1.29E+06,
  407.18,9.05E+05,9.05E+05,
  407.23,6.17E+05,6.17E+05,
  407.28,4.07E+05,4.07E+05,
  407.33,2.61E+05,2.61E+05,
  407.38,1.62E+05,1.62E+05,
  407.43,9.80E+04,9.80E+04,
  407.48,5.73E+04,5.73E+04,
  407.53,3.26E+04,3.26E+04,
  407.58,1.80E+04,1.80E+04,
  407.63,9.60E+03,9.60E+03,
  407.68,4.98E+03,4.98E+03,
  407.73,2.51E+03,2.51E+03,
  407.78,1.22E+03,1.22E+03,
  407.83,5.79E+02,5.79E+02,
  407.88,2.66E+02,2.66E+02,
  407.93,1.19E+02,1.19E+02,
  407.98,5.14E+01,5.14E+01,
  408.03,2.16E+01,2.16E+01,
  408.08,8.95E+00,8.95E+00,
  408.13,3.93E+00,3.93E+00,
  408.18,2.53E+00,2.53E+00,
  408.23,3.53E+00,3.53E+00,
  408.28,7.62E+00,7.62E+00,
  408.33,1.78E+01,1.78E+01,
  408.38,4.09E+01,4.09E+01,
  408.43,9.16E+01,9.16E+01,
  408.48,1.99E+02,1.99E+02,
  408.53,4.21E+02,4.21E+02,
  408.58,8.63E+02,8.63E+02,
  408.63,1.72E+03,1.72E+03,
  408.68,3.31E+03,3.31E+03,
  408.73,6.21E+03,6.21E+03,
  408.78,1.13E+04,1.13E+04,
  408.83,2.00E+04,2.00E+04,
  408.88,3.42E+04,3.42E+04,
  408.93,5.70E+04,5.70E+04,
  408.98,9.20E+04,9.20E+04,
  409.03,1.44E+05,1.44E+05,
  409.08,2.19E+05,2.19E+05,
  409.13,3.24E+05,3.24E+05,
  409.18,4.65E+05,4.65E+05,
  409.23,6.47E+05,6.47E+05,
  409.28,8.74E+05,8.74E+05,
  409.33,1.15E+06,1.15E+06,
  409.38,1.46E+06,1.46E+06,
  409.43,1.80E+06,1.80E+06,
  409.48,2.16E+06,2.16E+06,
  409.53,2.52E+06,2.52E+06,
  409.58,2.84E+06,2.84E+06,
  409.63,3.12E+06,3.12E+06,
  409.68,3.32E+06,3.32E+06,
  409.73,3.43E+06,3.43E+06,
  409.78,3.44E+06,3.44E+06,
  409.83,3.35E+06,3.35E+06,
  409.88,3.16E+06,3.16E+06,
  409.93,2.90E+06,2.90E+06,
  409.98,2.59E+06,2.59E+06,
  410.03,2.24E+06,2.24E+06,
  410.08,1.88E+06,1.88E+06,
  410.13,1.54E+06,1.54E+06,
  410.18,1.24E+06,1.24E+06,
  410.23,9.82E+05,9.82E+05,
  410.28,7.86E+05,7.86E+05,
  410.33,6.58E+05,6.58E+05,
  410.38,6.04E+05,6.04E+05,
  410.43,6.31E+05,6.31E+05,
  410.48,7.46E+05,7.46E+05,
  410.53,9.59E+05,9.59E+05,
  410.58,1.28E+06,1.28E+06,
  410.63,1.70E+06,1.70E+06,
  410.68,2.24E+06,2.24E+06,
  410.73,2.88E+06,2.88E+06,
  410.78,3.61E+06,3.61E+06,
  410.83,4.39E+06,4.39E+06,
  410.88,5.20E+06,5.20E+06,
  410.93,5.97E+06,5.97E+06,
  410.98,6.66E+06,6.66E+06,
  411.03,7.22E+06,7.22E+06,
  411.08,7.59E+06,7.59E+06,
  411.13,7.75E+06,7.75E+06,
  411.18,7.68E+06,7.68E+06,
  411.23,7.39E+06,7.39E+06,
  411.28,6.90E+06,6.90E+06,
  411.33,6.26E+06,6.26E+06,
  411.38,5.51E+06,5.51E+06,
  411.43,4.72E+06,4.72E+06,
  411.48,3.92E+06,3.92E+06,
  411.53,3.16E+06,3.16E+06,
  411.58,2.48E+06,2.48E+06,
  411.63,1.90E+06,1.90E+06,
  411.68,1.43E+06,1.43E+06,
  411.73,1.07E+06,1.07E+06,
  411.78,8.31E+05,8.31E+05,
  411.83,6.99E+05,6.99E+05,
  411.88,6.80E+05,6.80E+05,
  411.93,7.76E+05,7.76E+05,
  411.98,9.96E+05,9.96E+05,
  412.03,1.35E+06,1.35E+06,
  412.08,1.86E+06,1.86E+06,
  412.13,2.52E+06,2.52E+06,
  412.18,3.36E+06,3.36E+06,
  412.23,4.35E+06,4.35E+06,
  412.28,5.48E+06,5.48E+06,
  412.33,6.71E+06,6.71E+06,
  412.38,7.98E+06,7.98E+06,
  412.43,9.21E+06,9.21E+06,
  412.48,1.03E+07,1.03E+07,
  412.53,1.12E+07,1.12E+07,
  412.58,1.19E+07,1.19E+07,
  412.63,1.22E+07,1.22E+07,
  412.68,1.22E+07,1.22E+07,
  412.73,1.18E+07,1.18E+07,
  412.78,1.11E+07,1.11E+07,
  412.83,1.01E+07,1.01E+07,
  412.88,8.97E+06,8.97E+06,
  412.93,7.72E+06,7.72E+06,
  412.98,6.46E+06,6.46E+06,
  413.03,5.24E+06,5.24E+06,
  413.08,4.13E+06,4.13E+06,
  413.13,3.16E+06,3.16E+06,
  413.18,2.35E+06,2.35E+06,
  413.23,1.70E+06,1.70E+06,
  413.28,1.19E+06,1.19E+06,
  413.33,8.10E+05,8.10E+05,
  413.38,5.35E+05,5.35E+05,
  413.43,3.44E+05,3.44E+05,
  413.48,2.14E+05,2.14E+05,
  413.53,1.30E+05,1.30E+05,
  413.58,7.62E+04,7.62E+04,
  413.63,4.35E+04,4.35E+04,
  413.68,2.41E+04,2.41E+04,
  413.73,1.30E+04,1.30E+04,
  413.78,6.78E+03,6.78E+03,
  413.83,3.44E+03,3.44E+03,
  413.88,1.69E+03,1.69E+03,
  413.93,8.11E+02,8.11E+02,
  413.98,3.77E+02,3.77E+02,
  414.03,1.70E+02,1.70E+02,
  414.08,7.45E+01,7.45E+01,
  414.13,3.17E+01,3.17E+01,
  414.18,1.31E+01,1.31E+01,
  414.23,5.26E+00,5.26E+00,
  414.28,2.05E+00,2.05E+00,
  414.33,7.75E-01,7.75E-01,
  414.38,2.85E-01,2.85E-01,
  414.43,1.02E-01,1.02E-01,
  414.48,3.55E-02,3.55E-02,
  414.53,1.28E-02,1.28E-02,
  414.58,6.79E-03,6.79E-03,
  414.63,1.02E-02,1.02E-02,
  414.68,2.71E-02,2.71E-02,
  414.73,7.76E-02,7.76E-02,
  414.78,2.18E-01,2.18E-01,
  414.83,5.96E-01,5.96E-01,
  414.88,1.58E+00,1.58E+00,
  414.93,4.09E+00,4.09E+00,
  414.98,1.03E+01,1.03E+01,
  415.03,2.50E+01,2.50E+01,
  415.08,5.91E+01,5.91E+01,
  415.13,1.36E+02,1.36E+02,
  415.18,3.04E+02,3.04E+02,
  415.23,6.59E+02,6.59E+02,
  415.28,1.39E+03,1.39E+03,
  415.33,2.85E+03,2.85E+03,
  415.38,5.67E+03,5.67E+03,
  415.43,1.10E+04,1.10E+04,
  415.48,2.06E+04,2.06E+04,
  415.53,3.77E+04,3.77E+04,
  415.58,6.68E+04,6.68E+04,
  415.63,1.15E+05,1.15E+05,
  415.68,1.93E+05,1.93E+05,
  415.73,3.14E+05,3.14E+05,
  415.78,4.97E+05,4.97E+05,
  415.83,7.63E+05,7.63E+05,
  415.88,1.14E+06,1.14E+06,
  415.93,1.65E+06,1.65E+06,
  415.98,2.33E+06,2.33E+06,
  416.03,3.19E+06,3.19E+06,
  416.08,4.24E+06,4.24E+06,
  416.13,5.48E+06,5.48E+06,
  416.18,6.88E+06,6.88E+06,
  416.23,8.39E+06,8.39E+06,
  416.28,9.94E+06,9.94E+06,
  416.33,1.15E+07,1.15E+07,
  416.38,1.28E+07,1.28E+07,
  416.43,1.39E+07,1.39E+07,
  416.48,1.47E+07,1.47E+07,
  416.53,1.51E+07,1.51E+07,
  416.58,1.51E+07,1.51E+07,
  416.63,1.46E+07,1.46E+07,
  416.68,1.37E+07,1.37E+07,
  416.73,1.26E+07,1.26E+07,
  416.78,1.12E+07,1.12E+07,
  416.84,9.32E+06,9.32E+06,
  416.89,7.77E+06,7.77E+06,
  416.94,6.30E+06,6.30E+06,
  416.99,4.96E+06,4.96E+06,
  417.04,3.79E+06,3.79E+06,
  417.09,2.82E+06,2.82E+06,
  417.14,2.04E+06,2.04E+06,
  417.19,1.43E+06,1.43E+06,
  417.24,9.74E+05,9.74E+05,
  417.29,6.45E+05,6.45E+05,
  417.34,4.15E+05,4.15E+05,
  417.39,2.59E+05,2.59E+05,
  417.44,1.58E+05,1.58E+05,
  417.49,9.30E+04,9.30E+04,
  417.54,5.33E+04,5.33E+04,
  417.59,2.97E+04,2.97E+04,
  417.64,1.61E+04,1.61E+04,
  417.69,8.46E+03,8.46E+03,
  417.74,4.32E+03,4.32E+03,
  417.79,2.15E+03,2.15E+03,
  417.84,1.04E+03,1.04E+03,
  417.89,4.85E+02,4.85E+02,
  417.94,2.21E+02,2.21E+02,
  417.99,9.77E+01,9.77E+01,
  418.04,4.20E+01,4.20E+01,
  418.09,1.75E+01,1.75E+01,
  418.14,7.12E+00,7.12E+00,
  418.19,2.81E+00,2.81E+00,
  418.24,1.08E+00,1.08E+00,
  418.29,4.00E-01,4.00E-01,
  418.34,1.45E-01,1.45E-01,
  418.39,5.12E-02,5.12E-02,
  418.44,1.85E-02,1.85E-02,
  418.49,9.13E-03,9.13E-03,
  418.54,1.20E-02,1.20E-02,
  418.59,2.99E-02,2.99E-02,
  418.64,8.30E-02,8.30E-02,
  418.69,2.27E-01,2.27E-01,
  418.74,6.07E-01,6.07E-01,
  418.79,1.57E+00,1.57E+00,
  418.84,3.97E+00,3.97E+00,
  418.89,9.73E+00,9.73E+00,
  418.94,2.32E+01,2.32E+01,
  418.99,5.37E+01,5.37E+01,
  419.04,1.21E+02,1.21E+02,
  419.09,2.65E+02,2.65E+02,
  419.14,5.63E+02,5.63E+02,
  419.19,1.17E+03,1.17E+03,
  419.24,2.34E+03,2.34E+03,
  419.29,4.58E+03,4.58E+03,
  419.34,8.70E+03,8.70E+03,
  419.39,1.61E+04,1.61E+04,
  419.44,2.89E+04,2.89E+04,
  419.49,5.04E+04,5.04E+04,
  419.54,8.56E+04,8.56E+04,
  419.59,1.41E+05,1.41E+05,
  419.64,2.26E+05,2.26E+05,
  419.69,3.53E+05,3.53E+05,
  419.74,5.35E+05,5.35E+05,
  419.79,7.88E+05,7.88E+05,
  419.84,1.13E+06,1.13E+06,
  419.89,1.57E+06,1.57E+06,
  419.94,2.13E+06,2.13E+06,
  419.99,2.80E+06,2.80E+06,
  420.04,3.58E+06,3.58E+06,
  420.09,4.45E+06,4.45E+06,
  420.14,5.38E+06,5.38E+06,
  420.19,6.32E+06,6.32E+06,
  420.24,7.22E+06,7.22E+06,
  420.29,8.03E+06,8.03E+06,
  420.34,8.67E+06,8.67E+06,
  420.39,9.12E+06,9.12E+06,
  420.44,9.33E+06,9.33E+06,
  420.49,9.29E+06,9.29E+06,
  420.54,9.03E+06,9.03E+06,
  420.59,8.56E+06,8.56E+06,
  420.64,7.96E+06,7.96E+06,
  420.69,7.28E+06,7.28E+06,
  420.74,6.59E+06,6.59E+06,
  420.79,5.95E+06,5.95E+06,
  420.84,5.43E+06,5.43E+06,
  420.89,5.05E+06,5.05E+06,
  420.94,4.83E+06,4.83E+06,
  420.99,4.77E+06,4.77E+06,
  421.04,4.84E+06,4.84E+06,
  421.09,5.01E+06,5.01E+06,
  421.14,5.23E+06,5.23E+06,
  421.19,5.44E+06,5.44E+06,
  421.24,5.60E+06,5.60E+06,
  421.29,5.68E+06,5.68E+06,
  421.34,5.64E+06,5.64E+06,
  421.39,5.47E+06,5.47E+06,
  421.44,5.19E+06,5.19E+06,
  421.49,4.82E+06,4.82E+06,
  421.54,4.38E+06,4.38E+06,
  421.59,3.91E+06,3.91E+06,
  421.64,3.46E+06,3.46E+06,
  421.69,3.05E+06,3.05E+06,
  421.74,2.73E+06,2.73E+06,
  421.79,2.50E+06,2.50E+06,
  421.84,2.37E+06,2.37E+06,
  421.89,2.35E+06,2.35E+06,
  421.94,2.42E+06,2.42E+06,
  421.99,2.57E+06,2.57E+06,
  422.04,2.75E+06,2.75E+06,
  422.09,2.95E+06,2.95E+06,
  422.14,3.13E+06,3.13E+06,
  422.19,3.26E+06,3.26E+06,
  422.24,3.34E+06,3.34E+06,
  422.29,3.34E+06,3.34E+06,
  422.34,3.25E+06,3.25E+06,
  422.39,3.10E+06,3.10E+06,
  422.44,2.89E+06,2.89E+06,
  422.49,2.63E+06,2.63E+06,
  422.54,2.37E+06,2.37E+06,
  422.59,2.11E+06,2.11E+06,
  422.64,1.89E+06,1.89E+06,
  422.69,1.72E+06,1.72E+06,
  422.74,1.61E+06,1.61E+06,
  422.79,1.58E+06,1.58E+06,
  422.84,1.62E+06,1.62E+06,
  422.89,1.72E+06,1.72E+06,
  422.94,1.87E+06,1.87E+06,
  422.99,2.06E+06,2.06E+06,
  423.04,2.27E+06,2.27E+06,
  423.09,2.48E+06,2.48E+06,
  423.14,2.69E+06,2.69E+06,
  423.19,2.88E+06,2.88E+06,
  423.24,3.06E+06,3.06E+06,
  423.29,3.22E+06,3.22E+06,
  423.34,3.39E+06,3.39E+06,
  423.39,3.58E+06,3.58E+06,
  423.44,3.79E+06,3.79E+06,
  423.49,4.03E+06,4.03E+06,
  423.54,4.32E+06,4.32E+06,
  423.59,4.64E+06,4.64E+06,
  423.64,4.97E+06,4.97E+06,
  423.69,5.29E+06,5.29E+06,
  423.74,5.57E+06,5.57E+06,
  423.79,5.78E+06,5.78E+06,
  423.84,5.88E+06,5.88E+06,
  423.89,5.87E+06,5.87E+06,
  423.94,5.72E+06,5.72E+06,
  423.99,5.45E+06,5.45E+06,
  424.04,5.07E+06,5.07E+06,
  424.09,4.60E+06,4.60E+06,
  424.14,4.10E+06,4.10E+06,
  424.19,3.61E+06,3.61E+06,
  424.24,3.20E+06,3.20E+06,
  424.29,2.96E+06,2.96E+06,
  424.34,3.01E+06,3.01E+06,
  424.39,3.51E+06,3.51E+06,
  424.44,4.72E+06,4.72E+06,
  424.49,7.01E+06,7.01E+06,
  424.54,1.09E+07,1.09E+07,
  424.59,1.70E+07,1.70E+07,
  424.64,2.63E+07,2.63E+07,
  424.69,3.98E+07,3.98E+07,
  424.74,5.88E+07,5.88E+07,
  424.79,8.48E+07,8.48E+07,
  424.84,1.19E+08,1.19E+08,
  424.89,1.62E+08,1.62E+08,
  424.94,2.15E+08,2.15E+08,
  424.99,2.78E+08,2.78E+08,
  425.04,3.50E+08,3.50E+08,
  425.09,4.28E+08,4.28E+08,
  425.14,5.09E+08,5.09E+08,
  425.19,5.89E+08,5.89E+08,
  425.24,6.64E+08,6.64E+08,
  425.29,7.27E+08,7.27E+08,
  425.34,7.75E+08,7.75E+08,
  425.39,8.04E+08,8.04E+08,
  425.44,8.11E+08,8.11E+08,
  425.49,7.96E+08,7.96E+08,
  425.54,7.61E+08,7.61E+08,
  425.59,7.08E+08,7.08E+08,
  425.64,6.42E+08,6.42E+08,
  425.69,5.67E+08,5.67E+08,
  425.74,4.88E+08,4.88E+08,
  425.79,4.11E+08,4.11E+08,
  425.84,3.38E+08,3.38E+08,
  425.89,2.74E+08,2.74E+08,
  425.94,2.19E+08,2.19E+08,
  425.99,1.74E+08,1.74E+08,
