Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.0e-1),Fe III (1.1e-4),Ni I (1.2e-2),Ni II (3.8e-2),Ni III (1.3e-6)
370.84,7.020e+3,7.020e+3,1.523e-18,5.286e-24,1.453e-16,,7.074e-27
370.86,7.209e+3,7.209e+3,1.524e-18,5.282e-24,1.454e-16,,7.075e-27
370.89,7.305e+3,7.305e+3,1.525e-18,5.275e-24,1.456e-16,,7.078e-27
370.91,7.225e+3,7.225e+3,1.526e-18,5.270e-24,1.457e-16,,7.079e-27
370.94,6.879e+3,6.879e+3,1.527e-18,5.264e-24,1.459e-16,,7.082e-27
370.96,6.509e+3,6.509e+3,1.528e-18,5.259e-24,1.460e-16,,7.083e-27
370.99,5.786e+3,5.786e+3,1.529e-18,5.252e-24,1.462e-16,,7.086e-27
371.01,5.224e+3,5.224e+3,1.530e-18,5.248e-24,1.463e-16,,7.087e-27
371.04,4.329e+3,4.329e+3,1.531e-18,5.241e-24,1.465e-16,,7.090e-27
371.06,3.732e+3,3.732e+3,1.532e-18,5.236e-24,1.466e-16,,7.091e-27
371.09,2.891e+3,2.891e+3,1.533e-18,5.230e-24,1.468e-16,,7.094e-27
371.11,2.389e+3,2.389e+3,1.534e-18,5.225e-24,1.470e-16,,7.095e-27
371.14,1.744e+3,1.744e+3,1.535e-18,5.218e-24,1.471e-16,,7.098e-27
371.16,1.391e+3,1.391e+3,1.536e-18,5.214e-24,1.473e-16,,7.099e-27
371.19,9.709e+2,9.709e+2,1.537e-18,5.207e-24,1.475e-16,,7.102e-27
371.21,7.564e+2,7.564e+2,1.538e-18,5.203e-24,1.476e-16,,7.103e-27
371.23,5.870e+2,5.870e+2,1.539e-18,5.198e-24,1.477e-16,,7.105e-27
371.26,4.034e+2,4.034e+2,1.540e-18,5.191e-24,1.479e-16,,7.107e-27
371.28,3.198e+2,3.198e+2,1.541e-18,5.187e-24,1.480e-16,,7.109e-27
371.31,2.416e+2,2.416e+2,1.542e-18,5.180e-24,1.482e-16,,7.111e-27
371.33,2.166e+2,2.166e+2,1.543e-18,5.175e-24,1.483e-16,,7.113e-27
371.36,2.157e+2,2.157e+2,1.544e-18,5.169e-24,1.485e-16,,7.115e-27
371.38,2.383e+2,2.383e+2,1.545e-18,5.164e-24,1.486e-16,,7.117e-27
371.41,3.060e+2,3.060e+2,1.546e-18,5.157e-24,1.488e-16,,7.119e-27
371.43,3.731e+2,3.731e+2,1.547e-18,5.153e-24,1.490e-16,,7.121e-27
371.46,5.048e+2,5.048e+2,1.548e-18,5.146e-24,1.491e-16,,7.123e-27
371.48,6.112e+2,6.112e+2,1.549e-18,5.142e-24,1.493e-16,,7.125e-27
371.51,7.946e+2,7.946e+2,1.550e-18,5.135e-24,1.495e-16,,7.127e-27
371.53,9.305e+2,9.305e+2,1.551e-18,5.130e-24,1.496e-16,,7.129e-27
371.56,1.155e+3,1.155e+3,1.552e-18,5.124e-24,1.498e-16,,7.131e-27
371.58,1.322e+3,1.322e+3,1.553e-18,5.119e-24,1.499e-16,,7.133e-27
371.6,1.513e+3,1.513e+3,1.554e-18,5.114e-24,1.500e-16,,7.134e-27
371.63,1.875e+3,1.875e+3,1.555e-18,5.108e-24,1.502e-16,,7.137e-27
371.65,2.199e+3,2.199e+3,1.556e-18,5.103e-24,1.503e-16,,7.138e-27
371.68,2.883e+3,2.883e+3,1.557e-18,5.096e-24,1.505e-16,,7.141e-27
371.7,3.525e+3,3.525e+3,1.558e-18,5.092e-24,1.506e-16,,7.142e-27
371.73,4.868e+3,4.868e+3,1.559e-18,5.085e-24,1.508e-16,,7.144e-27
371.75,6.068e+3,6.068e+3,1.560e-18,5.081e-24,1.509e-16,,7.146e-27
371.78,8.385e+3,8.385e+3,1.561e-18,5.074e-24,1.511e-16,,7.148e-27
371.8,1.028e+4,1.028e+4,1.562e-18,5.069e-24,1.513e-16,,7.150e-27
371.83,1.357e+4,1.357e+4,1.563e-18,5.063e-24,1.514e-16,,7.152e-27
371.85,1.599e+4,1.599e+4,1.564e-18,5.058e-24,1.516e-16,,7.154e-27
371.88,1.969e+4,1.969e+4,1.565e-18,5.051e-24,1.518e-16,,7.156e-27
371.9,2.206e+4,2.206e+4,1.566e-18,5.047e-24,1.519e-16,,7.158e-27
371.93,2.511e+4,2.511e+4,1.567e-18,5.040e-24,1.521e-16,,7.160e-27
371.95,2.665e+4,2.665e+4,1.568e-18,5.035e-24,1.522e-16,,7.162e-27
371.98,2.798e+4,2.798e+4,1.569e-18,5.029e-24,1.524e-16,,7.164e-27
372,2.813e+4,2.813e+4,1.570e-18,5.024e-24,1.525e-16,,7.166e-27
372.02,2.771e+4,2.771e+4,1.570e-18,5.020e-24,1.526e-16,,7.167e-27
372.05,2.606e+4,2.606e+4,1.572e-18,5.013e-24,1.528e-16,,7.170e-27
372.07,2.443e+4,2.443e+4,1.572e-18,5.008e-24,1.529e-16,,7.171e-27
372.1,2.145e+4,2.145e+4,1.574e-18,5.002e-24,1.531e-16,,7.174e-27
372.12,1.929e+4,1.929e+4,1.574e-18,4.997e-24,1.533e-16,,7.175e-27
372.15,1.606e+4,1.606e+4,1.576e-18,4.990e-24,1.534e-16,,7.178e-27
372.17,1.404e+4,1.404e+4,1.576e-18,4.986e-24,1.536e-16,,7.179e-27
372.2,1.136e+4,1.136e+4,1.578e-18,4.979e-24,1.538e-16,,7.182e-27
372.22,9.842e+3,9.842e+3,1.578e-18,4.974e-24,1.539e-16,,7.183e-27
372.25,7.965e+3,7.965e+3,1.580e-18,4.968e-24,1.541e-16,,7.186e-27
372.27,6.954e+3,6.954e+3,1.580e-18,4.963e-24,1.542e-16,,7.187e-27
372.3,5.729e+3,5.729e+3,1.582e-18,4.956e-24,1.544e-16,,7.190e-27
372.32,5.069e+3,5.069e+3,1.582e-18,4.952e-24,1.545e-16,,7.191e-27
372.35,4.259e+3,4.259e+3,1.584e-18,4.945e-24,1.547e-16,,7.194e-27
372.37,3.817e+3,3.817e+3,1.584e-18,4.941e-24,1.548e-16,,7.195e-27
372.39,3.447e+3,3.447e+3,1.585e-18,4.936e-24,1.549e-16,,7.197e-27
372.42,3.023e+3,3.023e+3,1.586e-18,4.929e-24,1.551e-16,,7.199e-27
372.44,2.834e+3,2.834e+3,1.587e-18,4.925e-24,1.552e-16,,7.201e-27
372.47,2.711e+3,2.711e+3,1.588e-18,4.918e-24,1.554e-16,,7.203e-27
372.49,2.746e+3,2.746e+3,1.589e-18,4.913e-24,1.556e-16,,7.205e-27
372.52,2.986e+3,2.986e+3,1.590e-18,4.907e-24,1.557e-16,,7.207e-27
372.54,3.274e+3,3.274e+3,1.591e-18,4.902e-24,1.559e-16,,7.209e-27
372.57,3.882e+3,3.882e+3,1.592e-18,4.895e-24,1.561e-16,,7.211e-27
372.59,4.386e+3,4.386e+3,1.593e-18,4.891e-24,1.562e-16,,7.213e-27
372.62,5.236e+3,5.236e+3,1.594e-18,4.884e-24,1.564e-16,,7.215e-27
372.64,5.823e+3,5.823e+3,1.595e-18,4.880e-24,1.565e-16,,7.217e-27
372.67,6.646e+3,6.646e+3,1.596e-18,4.873e-24,1.567e-16,,7.219e-27
372.69,7.105e+3,7.105e+3,1.597e-18,4.868e-24,1.568e-16,,7.221e-27
372.72,7.581e+3,7.581e+3,1.598e-18,4.862e-24,1.570e-16,,7.223e-27
372.74,7.722e+3,7.722e+3,1.599e-18,4.857e-24,1.571e-16,,7.225e-27
372.76,7.707e+3,7.707e+3,1.600e-18,4.852e-24,1.572e-16,,7.226e-27
372.79,7.395e+3,7.395e+3,1.601e-18,4.846e-24,1.574e-16,,7.229e-27
372.81,7.013e+3,7.013e+3,1.602e-18,4.841e-24,1.576e-16,,7.230e-27
372.84,6.243e+3,6.243e+3,1.603e-18,4.834e-24,1.577e-16,,7.233e-27
372.86,5.643e+3,5.643e+3,1.604e-18,4.830e-24,1.579e-16,,7.234e-27
372.89,4.704e+3,4.704e+3,1.605e-18,4.823e-24,1.580e-16,,7.236e-27
372.91,4.098e+3,4.098e+3,1.606e-18,4.819e-24,1.582e-16,,7.238e-27
372.94,3.290e+3,3.290e+3,1.607e-18,4.812e-24,1.584e-16,,7.240e-27
372.96,2.849e+3,2.849e+3,1.608e-18,4.807e-24,1.585e-16,,7.242e-27
372.99,2.370e+3,2.370e+3,1.609e-18,4.801e-24,1.587e-16,,7.244e-27
373.01,2.184e+3,2.184e+3,1.610e-18,4.796e-24,1.588e-16,,7.246e-27
373.04,2.125e+3,2.125e+3,1.611e-18,4.789e-24,1.590e-16,,7.248e-27
373.06,2.243e+3,2.243e+3,1.612e-18,4.785e-24,1.591e-16,,7.250e-27
373.09,2.689e+3,2.689e+3,1.613e-18,4.778e-24,1.593e-16,,7.252e-27
373.11,3.196e+3,3.196e+3,1.614e-18,4.773e-24,1.594e-16,,7.254e-27
373.13,3.904e+3,3.904e+3,1.615e-18,4.769e-24,1.595e-16,,7.256e-27
373.16,5.433e+3,5.433e+3,1.616e-18,4.762e-24,1.597e-16,,7.258e-27
373.18,6.837e+3,6.837e+3,1.617e-18,4.758e-24,1.599e-16,,7.259e-27
373.21,9.663e+3,9.663e+3,1.618e-18,4.751e-24,1.600e-16,,7.262e-27
373.23,1.211e+4,1.211e+4,1.619e-18,4.746e-24,1.602e-16,,7.263e-27
373.26,1.674e+4,1.674e+4,1.620e-18,4.740e-24,1.604e-16,,7.266e-27
373.28,2.049e+4,2.049e+4,1.621e-18,4.735e-24,1.605e-16,,7.267e-27
373.31,2.708e+4,2.708e+4,1.622e-18,4.728e-24,1.607e-16,,7.270e-27
373.33,3.200e+4,3.200e+4,1.623e-18,4.724e-24,1.608e-16,,7.271e-27
373.36,3.985e+4,3.985e+4,1.624e-18,4.717e-24,1.610e-16,,7.274e-27
373.38,4.512e+4,4.512e+4,1.625e-18,4.712e-24,1.611e-16,,7.275e-27
373.41,5.254e+4,5.254e+4,1.626e-18,4.706e-24,1.613e-16,,7.278e-27
373.43,5.683e+4,5.683e+4,1.627e-18,4.701e-24,1.614e-16,,7.279e-27
373.46,6.172e+4,6.172e+4,1.628e-18,4.694e-24,1.616e-16,,7.282e-27
373.48,6.375e+4,6.375e+4,1.629e-18,4.690e-24,1.617e-16,,7.283e-27
373.5,6.469e+4,6.469e+4,1.630e-18,4.685e-24,1.619e-16,,7.285e-27
373.53,6.408e+4,6.408e+4,1.631e-18,4.679e-24,1.620e-16,,7.287e-27
373.55,6.245e+4,6.245e+4,1.632e-18,4.674e-24,1.622e-16,,7.289e-27
373.58,5.853e+4,5.853e+4,1.633e-18,4.667e-24,1.623e-16,,7.291e-27
373.6,5.521e+4,5.521e+4,1.634e-18,4.663e-24,1.625e-16,,7.293e-27
373.63,4.963e+4,4.963e+4,1.635e-18,4.656e-24,1.627e-16,,7.295e-27
373.65,4.575e+4,4.575e+4,1.636e-18,4.651e-24,1.628e-16,,7.297e-27
373.68,3.997e+4,3.997e+4,1.637e-18,4.645e-24,1.630e-16,,7.299e-27
373.7,3.626e+4,3.626e+4,1.638e-18,4.640e-24,1.631e-16,,7.301e-27
373.73,3.100e+4,3.100e+4,1.639e-18,4.633e-24,1.633e-16,,7.303e-27
373.75,2.770e+4,2.770e+4,1.640e-18,4.629e-24,1.634e-16,,7.305e-27
373.78,2.308e+4,2.308e+4,1.641e-18,4.622e-24,1.636e-16,,7.307e-27
373.8,2.021e+4,2.021e+4,1.642e-18,4.618e-24,1.637e-16,,7.309e-27
373.83,1.624e+4,1.624e+4,1.643e-18,4.611e-24,1.639e-16,,7.311e-27
373.85,1.383e+4,1.383e+4,1.644e-18,4.606e-24,1.640e-16,,7.313e-27
373.88,1.063e+4,1.063e+4,1.645e-18,4.600e-24,1.642e-16,,7.315e-27
373.9,8.786e+3,8.786e+3,1.646e-18,4.595e-24,1.643e-16,,7.317e-27
373.92,7.178e+3,7.178e+3,1.646e-18,4.590e-24,1.645e-16,,7.318e-27
373.95,5.213e+3,5.213e+3,1.648e-18,4.584e-24,1.647e-16,,7.321e-27
373.97,4.191e+3,4.191e+3,1.648e-18,4.579e-24,1.648e-16,,7.322e-27
374,3.054e+3,3.054e+3,1.650e-18,4.572e-24,1.650e-16,,7.324e-27
374.02,2.534e+3,2.534e+3,1.650e-18,4.568e-24,1.651e-16,,7.326e-27
374.05,2.071e+3,2.071e+3,1.652e-18,4.561e-24,1.653e-16,,7.328e-27
374.07,1.948e+3,1.948e+3,1.652e-18,4.557e-24,1.654e-16,,7.330e-27
374.1,2.015e+3,2.015e+3,1.654e-18,4.550e-24,1.656e-16,,7.332e-27
374.12,2.210e+3,2.210e+3,1.654e-18,4.545e-24,1.657e-16,,7.334e-27
374.15,2.709e+3,2.709e+3,1.656e-18,4.539e-24,1.659e-16,,7.336e-27
374.17,3.168e+3,3.168e+3,1.656e-18,4.534e-24,1.660e-16,,7.338e-27
374.2,4.019e+3,4.019e+3,1.658e-18,4.527e-24,1.662e-16,,7.340e-27
374.22,4.680e+3,4.680e+3,1.658e-18,4.523e-24,1.663e-16,,7.342e-27
374.25,5.783e+3,5.783e+3,1.660e-18,4.516e-24,1.665e-16,,7.344e-27
374.27,6.575e+3,6.575e+3,1.660e-18,4.511e-24,1.666e-16,,7.346e-27
374.29,7.402e+3,7.402e+3,1.661e-18,4.507e-24,1.668e-16,,7.347e-27
374.32,8.692e+3,8.692e+3,1.662e-18,4.500e-24,1.670e-16,,7.350e-27
374.34,9.578e+3,9.578e+3,1.663e-18,4.496e-24,1.671e-16,,7.351e-27
374.37,1.094e+4,1.094e+4,1.664e-18,4.489e-24,1.673e-16,,7.354e-27
374.39,1.187e+4,1.187e+4,1.665e-18,4.484e-24,1.674e-16,,7.355e-27
374.42,1.325e+4,1.325e+4,1.666e-18,4.478e-24,1.676e-16,,7.358e-27
374.44,1.416e+4,1.416e+4,1.667e-18,4.473e-24,1.677e-16,,7.359e-27
374.47,1.543e+4,1.543e+4,1.668e-18,4.466e-24,1.679e-16,,7.362e-27
374.49,1.618e+4,1.618e+4,1.669e-18,4.462e-24,1.680e-16,,7.363e-27
374.52,1.710e+4,1.710e+4,1.670e-18,4.455e-24,1.682e-16,,7.366e-27
374.54,1.754e+4,1.754e+4,1.671e-18,4.450e-24,1.683e-16,,7.367e-27
374.57,1.796e+4,1.796e+4,1.672e-18,4.444e-24,1.685e-16,,7.370e-27
374.59,1.810e+4,1.810e+4,1.673e-18,4.439e-24,1.686e-16,,7.371e-27
374.62,1.825e+4,1.825e+4,1.674e-18,4.432e-24,1.688e-16,,7.374e-27
374.64,1.841e+4,1.841e+4,1.675e-18,4.428e-24,1.690e-16,,7.375e-27
374.66,1.872e+4,1.872e+4,1.676e-18,4.423e-24,1.691e-16,,7.377e-27
374.69,1.965e+4,1.965e+4,1.677e-18,4.417e-24,1.693e-16,,7.379e-27
374.71,2.070e+4,2.070e+4,1.678e-18,4.412e-24,1.694e-16,,7.381e-27
374.74,2.302e+4,2.302e+4,1.679e-18,4.405e-24,1.696e-16,,7.383e-27
374.76,2.508e+4,2.508e+4,1.680e-18,4.401e-24,1.697e-16,,7.385e-27
374.79,2.880e+4,2.880e+4,1.681e-18,4.394e-24,1.699e-16,,7.387e-27
374.81,3.155e+4,3.155e+4,1.682e-18,4.389e-24,1.700e-16,,7.389e-27
374.84,3.571e+4,3.571e+4,1.683e-18,4.383e-24,1.702e-16,,7.391e-27
374.86,3.826e+4,3.826e+4,1.684e-18,4.378e-24,1.703e-16,,7.393e-27
374.89,4.129e+4,4.129e+4,1.685e-18,4.371e-24,1.705e-16,,7.395e-27
374.91,4.254e+4,4.254e+4,1.686e-18,4.367e-24,1.706e-16,,7.397e-27
374.94,4.297e+4,4.297e+4,1.687e-18,4.360e-24,1.708e-16,,7.399e-27
374.96,4.223e+4,4.223e+4,1.688e-18,4.356e-24,1.709e-16,,7.401e-27
374.99,3.960e+4,3.960e+4,1.689e-18,4.349e-24,1.711e-16,,7.403e-27
375.01,3.697e+4,3.697e+4,1.690e-18,4.344e-24,1.713e-16,,7.405e-27
375.03,3.380e+4,3.380e+4,1.691e-18,4.340e-24,1.714e-16,,7.406e-27
375.06,2.839e+4,2.839e+4,1.692e-18,4.333e-24,1.716e-16,,7.409e-27
375.08,2.461e+4,2.461e+4,1.693e-18,4.328e-24,1.717e-16,,7.410e-27
375.11,1.910e+4,1.910e+4,1.694e-18,4.322e-24,1.719e-16,,7.413e-27
375.13,1.572e+4,1.572e+4,1.695e-18,4.317e-24,1.720e-16,,7.414e-27
375.16,1.131e+4,1.131e+4,1.696e-18,4.310e-24,1.722e-16,,7.416e-27
375.18,8.888e+3,8.888e+3,1.697e-18,4.306e-24,1.723e-16,,7.418e-27
375.21,6.026e+3,6.026e+3,1.698e-18,4.299e-24,1.725e-16,,7.420e-27
375.23,4.599e+3,4.599e+3,1.699e-18,4.295e-24,1.726e-16,,7.422e-27
375.26,3.066e+3,3.066e+3,1.700e-18,4.288e-24,1.728e-16,,7.424e-27
375.28,2.372e+3,2.372e+3,1.701e-18,4.283e-24,1.729e-16,,7.426e-27
375.31,1.692e+3,1.692e+3,1.702e-18,4.277e-24,1.731e-16,,7.428e-27
375.33,1.413e+3,1.413e+3,1.703e-18,4.272e-24,1.733e-16,,7.430e-27
375.36,1.170e+3,1.170e+3,1.704e-18,4.265e-24,1.734e-16,,7.432e-27
375.38,1.091e+3,1.091e+3,1.705e-18,4.261e-24,1.736e-16,,7.434e-27
375.4,1.065e+3,1.065e+3,1.706e-18,4.256e-24,1.737e-16,,7.436e-27
375.43,1.122e+3,1.122e+3,1.707e-18,4.249e-24,1.739e-16,,7.438e-27
375.45,1.238e+3,1.238e+3,1.708e-18,4.245e-24,1.740e-16,,7.439e-27
375.48,1.571e+3,1.571e+3,1.709e-18,4.238e-24,1.742e-16,,7.442e-27
375.5,1.936e+3,1.936e+3,1.710e-18,4.234e-24,1.743e-16,,7.443e-27
375.53,2.769e+3,2.769e+3,1.711e-18,4.227e-24,1.745e-16,,7.446e-27
375.55,3.557e+3,3.557e+3,1.712e-18,4.222e-24,1.746e-16,,7.447e-27
375.58,5.149e+3,5.149e+3,1.713e-18,4.216e-24,1.748e-16,,7.450e-27
375.6,6.504e+3,6.504e+3,1.714e-18,4.211e-24,1.749e-16,,7.451e-27
375.63,8.968e+3,8.968e+3,1.715e-18,4.204e-24,1.751e-16,,7.454e-27
375.65,1.086e+4,1.086e+4,1.716e-18,4.200e-24,1.752e-16,,7.455e-27
375.68,1.394e+4,1.394e+4,1.717e-18,4.193e-24,1.754e-16,,7.458e-27
375.7,1.605e+4,1.605e+4,1.718e-18,4.188e-24,1.756e-16,,7.459e-27
375.73,1.905e+4,1.905e+4,1.719e-18,4.182e-24,1.757e-16,,7.462e-27
375.75,2.078e+4,2.078e+4,1.720e-18,4.177e-24,1.759e-16,,7.463e-27
375.78,2.274e+4,2.274e+4,1.721e-18,4.170e-24,1.761e-16,,7.466e-27
375.8,2.349e+4,2.349e+4,1.722e-18,4.166e-24,1.762e-16,,7.467e-27
375.82,2.375e+4,2.375e+4,1.722e-18,4.161e-24,1.763e-16,,7.469e-27
375.85,2.317e+4,2.317e+4,1.724e-18,4.155e-24,1.765e-16,,7.471e-27
375.87,2.218e+4,2.218e+4,1.724e-18,4.150e-24,1.766e-16,,7.473e-27
375.9,1.996e+4,1.996e+4,1.726e-18,4.143e-24,1.768e-16,,7.475e-27
375.92,1.812e+4,1.812e+4,1.726e-18,4.139e-24,1.769e-16,,7.477e-27
375.95,1.509e+4,1.509e+4,1.728e-18,4.132e-24,1.771e-16,,7.479e-27
375.97,1.304e+4,1.304e+4,1.728e-18,4.127e-24,1.772e-16,,7.481e-27
376,1.016e+4,1.016e+4,1.730e-18,4.121e-24,1.774e-16,,7.483e-27
376.02,8.471e+3,8.471e+3,1.730e-18,4.116e-24,1.775e-16,,7.485e-27
376.05,6.426e+3,6.426e+3,1.732e-18,4.109e-24,1.777e-16,,7.487e-27
376.07,5.430e+3,5.430e+3,1.732e-18,4.105e-24,1.779e-16,,7.489e-27
376.1,4.521e+3,4.521e+3,1.734e-18,4.098e-24,1.780e-16,,7.491e-27
376.12,4.304e+3,4.304e+3,1.734e-18,4.094e-24,1.782e-16,,7.493e-27
376.15,4.540e+3,4.540e+3,1.736e-18,4.087e-24,1.784e-16,,7.495e-27
376.17,5.045e+3,5.045e+3,1.736e-18,4.082e-24,1.785e-16,,7.497e-27
376.19,5.799e+3,5.799e+3,1.737e-18,4.078e-24,1.786e-16,,7.498e-27
376.22,7.320e+3,7.320e+3,1.738e-18,4.071e-24,1.788e-16,,7.501e-27
376.24,8.530e+3,8.530e+3,1.739e-18,4.066e-24,1.789e-16,,7.502e-27
376.27,1.051e+4,1.051e+4,1.740e-18,4.060e-24,1.791e-16,,7.505e-27
376.29,1.184e+4,1.184e+4,1.741e-18,4.055e-24,1.792e-16,,7.506e-27
376.32,1.373e+4,1.373e+4,1.742e-18,4.048e-24,1.794e-16,,7.508e-27
376.34,1.482e+4,1.482e+4,1.743e-18,4.044e-24,1.795e-16,,7.510e-27
376.37,1.610e+4,1.610e+4,1.744e-18,4.037e-24,1.365e-15,,7.512e-27
376.39,1.668e+4,1.668e+4,1.745e-18,4.033e-24,5.134e-15,,7.514e-27
376.42,1.713e+4,1.713e+4,1.746e-18,4.026e-24,3.589e-14,,7.516e-27
376.44,1.717e+4,1.717e+4,1.747e-18,4.021e-24,1.276e-13,,7.518e-27
376.47,1.694e+4,1.694e+4,1.748e-18,4.015e-24,8.199e-13,,7.520e-27
376.49,1.664e+4,1.664e+4,1.749e-18,4.010e-24,2.756e-12,,7.522e-27
376.52,1.609e+4,1.609e+4,1.750e-18,4.003e-24,1.628e-11,,7.524e-27
376.54,1.571e+4,1.571e+4,1.751e-18,3.999e-24,5.173e-11,,7.526e-27
376.56,1.535e+4,1.535e+4,1.752e-18,3.994e-24,1.607e-10,,7.528e-27
376.59,1.486e+4,1.486e+4,1.753e-18,3.987e-24,8.439e-10,,7.530e-27
376.61,1.457e+4,1.457e+4,1.754e-18,3.983e-24,2.479e-9,,7.531e-27
376.64,1.412e+4,1.412e+4,1.755e-18,3.976e-24,1.196e-8,,7.534e-27
376.66,1.379e+4,1.379e+4,1.756e-18,3.972e-24,3.323e-8,,7.535e-27
376.69,1.316e+4,1.316e+4,1.757e-18,3.965e-24,1.474e-7,,7.538e-27
376.71,1.262e+4,1.262e+4,1.758e-18,3.960e-24,3.871e-7,,7.539e-27
376.74,1.160e+4,1.160e+4,1.759e-18,3.954e-24,1.579e-6,,7.542e-27
376.76,1.079e+4,1.079e+4,1.760e-18,3.949e-24,3.919e-6,,7.543e-27
376.79,9.391e+3,9.391e+3,1.761e-18,3.942e-24,1.470e-5,,7.546e-27
376.81,8.380e+3,8.380e+3,1.762e-18,3.938e-24,3.449e-5,,7.547e-27
376.84,6.825e+3,6.825e+3,1.763e-18,3.931e-24,1.189e-4,,7.550e-27
376.86,5.811e+3,5.811e+3,1.764e-18,3.926e-24,2.637e-4,,7.551e-27
376.89,4.397e+3,4.397e+3,1.765e-18,3.920e-24,8.357e-4,,7.554e-27
376.91,3.558e+3,3.558e+3,1.766e-18,3.915e-24,1.753e-3,,7.555e-27
376.93,2.819e+3,2.819e+3,1.767e-18,3.911e-24,3.595e-3,,7.557e-27
376.96,1.911e+3,1.911e+3,1.768e-18,3.904e-24,1.013e-2,,7.559e-27
376.98,1.435e+3,1.435e+3,1.769e-18,3.899e-24,1.963e-2,,7.561e-27
377.01,8.969e+2,8.968e+2,1.770e-18,3.893e-24,5.083e-2,,7.563e-27
377.03,6.378e+2,6.377e+2,1.771e-18,3.888e-24,9.319e-2,,7.565e-27
377.06,3.671e+2,3.669e+2,1.772e-18,3.881e-24,2.218e-1,,7.567e-27
377.08,2.473e+2,2.469e+2,1.773e-18,3.877e-24,3.844e-1,,7.569e-27
377.11,1.315e+2,1.307e+2,1.774e-18,3.870e-24,8.410e-1,,7.571e-27
377.13,8.454e+1,8.316e+1,1.775e-18,3.865e-24,1.378e+0,,7.573e-27
377.16,4.325e+1,4.048e+1,1.776e-18,3.859e-24,2.772e+0,,7.575e-27
377.18,2.865e+1,2.436e+1,1.777e-18,3.854e-24,4.294e+0,,7.577e-27
377.21,1.884e+1,1.090e+1,1.778e-18,3.847e-24,7.938e+0,,7.579e-27
377.23,1.783e+1,6.205e+0,1.779e-18,3.843e-24,1.163e+1,,7.581e-27
377.26,2.232e+1,2.563e+0,1.780e-18,3.836e-24,1.976e+1,,7.583e-27
377.28,2.876e+1,1.396e+0,1.781e-18,3.832e-24,2.736e+1,,7.585e-27
377.3,3.781e+1,7.661e-1,1.781e-18,3.827e-24,3.705e+1,,7.586e-27
377.33,5.634e+1,3.738e-1,1.783e-18,3.820e-24,5.596e+1,,7.589e-27
377.35,7.196e+1,3.262e-1,1.783e-18,3.816e-24,7.164e+1,,7.590e-27
377.38,9.996e+1,4.850e-1,1.785e-18,3.809e-24,9.948e+1,,7.593e-27
377.4,1.211e+2,7.592e-1,1.785e-18,3.804e-24,1.204e+2,,7.594e-27
377.43,1.552e+2,1.541e+0,1.787e-18,3.798e-24,1.537e+2,,7.597e-27
377.45,1.783e+2,2.432e+0,1.787e-18,3.793e-24,1.758e+2,,7.598e-27
377.48,2.110e+2,4.641e+0,1.789e-18,3.786e-24,2.063e+2,,7.600e-27
377.5,2.301e+2,6.947e+0,1.789e-18,3.782e-24,2.232e+2,,7.602e-27
377.53,2.530e+2,1.220e+1,1.791e-18,3.775e-24,2.408e+2,,7.604e-27
377.55,2.635e+2,1.727e+1,1.791e-18,3.771e-24,2.462e+2,,7.606e-27
377.58,2.720e+2,2.788e+1,1.793e-18,3.764e-24,2.442e+2,,7.608e-27
377.6,2.734e+2,3.731e+1,1.793e-18,3.759e-24,2.361e+2,,7.610e-27
377.63,2.706e+2,5.538e+1,1.795e-18,3.753e-24,2.152e+2,,7.612e-27
377.65,2.668e+2,7.008e+1,1.795e-18,3.748e-24,1.967e+2,,7.614e-27
377.67,2.625e+2,8.671e+1,1.796e-18,3.743e-24,1.758e+2,,7.616e-27
377.7,2.569e+2,1.144e+2,1.797e-18,3.737e-24,1.425e+2,,7.618e-27
377.72,2.543e+2,1.339e+2,1.798e-18,3.732e-24,1.204e+2,,7.620e-27
377.75,2.521e+2,1.624e+2,1.799e-18,3.725e-24,8.968e+1,,7.622e-27
377.77,2.513e+2,1.796e+2,1.800e-18,3.721e-24,7.166e+1,,7.623e-27
377.8,2.495e+2,2.004e+2,1.801e-18,3.714e-24,4.911e+1,,7.626e-27
377.82,2.467e+2,2.096e+2,1.802e-18,3.710e-24,3.715e+1,,7.627e-27
377.85,2.385e+2,2.149e+2,1.803e-18,3.703e-24,2.357e+1,,7.630e-27
377.87,2.296e+2,2.125e+2,1.804e-18,3.698e-24,1.709e+1,,7.631e-27
377.9,2.110e+2,2.004e+2,1.805e-18,3.692e-24,1.059e+1,,7.634e-27
377.92,1.954e+2,1.874e+2,1.806e-18,3.687e-24,8.063e+0,,7.635e-27
377.95,1.690e+2,1.624e+2,1.807e-18,3.680e-24,6.585e+0,,7.638e-27
377.97,1.506e+2,1.436e+2,1.808e-18,3.676e-24,7.041e+0,,7.639e-27
378,1.244e+2,1.144e+2,1.809e-18,3.669e-24,9.991e+0,,7.642e-27
378.02,1.093e+2,9.566e+1,1.810e-18,3.664e-24,1.368e+1,,7.643e-27
378.05,9.251e+1,7.012e+1,1.811e-18,3.658e-24,2.239e+1,,7.646e-27
378.07,8.619e+1,5.547e+1,1.812e-18,3.653e-24,3.072e+1,,7.647e-27
378.09,8.437e+1,4.296e+1,1.813e-18,3.649e-24,4.142e+1,,7.649e-27
378.12,9.060e+1,2.826e+1,1.814e-18,3.642e-24,6.235e+1,,7.651e-27
